,policy_id,incident_hour,num_claims_past_year,num_vehicles_involved,injury_claim,collision_type_front,customer_education,authorities_contacted_ambulance,num_witnesses,incident_month,driver_relationship_child,policy_state_or,authorities_contacted_fire,incident_severity,incident_type_breakin,customer_gender_male,policy_liability,num_insurers_past_5_years,incident_type_theft,policy_state_az,police_report_available,policy_deductable,collision_type_rear,collision_type_side,fraud,driver_relationship_self,incident_type_collision,authorities_contacted_police,num_injuries,incident_dow,policy_state_id,policy_state_wa,customer_age,vehicle_claim,driver_relationship_spouse,policy_annual_premium,collision_type_na,driver_relationship_other,authorities_contacted_none,auto_year,customer_gender_female,total_claim_amount,driver_relationship_na,policy_state_ca,policy_state_nv,incident_day,months_as_customer
2282,410,13,0,2,0.0,0,3,0,0,1,0,0,0,1,0,1,2,1,0,0,1,750,1,0,0,1,1,1,0,1,0,0,71,19000.0,0,2500,0,0,0,2019,0,19000.0,0,0,1,15,158
2283,3793,17,0,3,43000.0,1,4,0,4,5,0,0,0,2,0,1,1,3,0,0,1,750,0,0,0,1,1,1,4,2,0,1,61,38500.0,0,2550,0,0,0,2018,0,81500.0,0,0,0,22,16
2284,2199,10,0,2,0.0,1,3,0,0,2,0,0,0,0,0,1,0,1,0,1,1,750,0,0,0,1,1,1,0,2,0,0,51,11500.0,0,3000,0,0,0,2016,0,11500.0,0,0,0,6,187
2285,4082,14,0,2,0.0,0,2,0,2,1,0,0,0,1,0,1,2,1,0,0,1,750,1,0,0,1,1,1,0,2,0,0,57,15500.0,0,2600,0,0,0,2010,0,15500.0,0,1,0,2,213
2286,4168,15,0,4,4000.0,0,3,0,2,2,0,0,0,2,0,0,1,1,0,0,1,750,1,0,0,0,1,1,4,3,0,1,63,25000.0,0,2750,0,1,0,2012,1,29000.0,0,0,0,21,229
2287,1045,21,0,3,0.0,1,1,0,0,1,0,1,0,0,0,0,2,1,0,0,1,750,0,0,0,1,1,1,0,4,0,0,41,14000.0,0,3000,0,0,0,2014,1,14000.0,0,0,0,11,86
2288,3088,9,0,2,24500.0,0,1,0,0,4,0,1,1,2,0,1,1,3,0,0,0,750,1,0,0,1,1,0,1,1,0,0,52,38500.0,0,3000,0,0,0,2019,0,63000.0,0,0,0,2,22
2289,1834,13,0,2,0.0,0,3,0,0,6,0,0,0,0,0,1,1,2,0,0,0,750,1,0,0,1,1,1,0,0,0,0,40,19500.0,0,2600,0,0,0,2018,0,19500.0,0,1,0,3,45
2290,3673,14,0,2,18000.0,1,3,0,1,10,1,0,0,1,0,1,1,1,0,0,1,750,0,0,0,0,1,1,1,5,0,1,59,15500.0,0,2850,0,0,0,2018,0,33500.0,0,0,0,19,175
2291,2127,7,0,2,0.0,0,3,0,1,9,0,0,0,0,0,1,2,1,0,0,0,750,0,1,0,1,1,0,0,0,0,0,73,9000.0,0,2800,0,0,1,2008,0,9000.0,0,1,0,30,113
2292,3827,12,0,2,0.0,1,1,0,0,11,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,0,6,0,0,40,11000.0,0,2900,0,0,0,2016,0,11000.0,0,1,0,24,177
2293,4220,20,0,2,11000.0,1,0,0,0,12,0,0,0,1,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,4,0,0,50,15000.0,0,3000,0,0,0,2016,1,26000.0,0,1,0,6,100
2294,1330,17,0,1,0.0,0,3,0,0,11,0,0,0,0,1,0,0,2,0,0,0,750,0,0,0,0,0,1,0,3,0,0,45,8500.0,0,3000,1,0,0,2009,1,8500.0,1,1,0,14,30
2295,4591,10,0,2,0.0,0,3,0,0,10,0,1,0,1,0,1,1,1,0,0,0,750,1,0,0,1,1,1,0,3,0,0,40,19500.0,0,3000,0,0,0,2018,0,19500.0,0,0,0,10,96
2296,4703,7,0,1,0.0,0,1,0,0,8,0,0,0,0,1,1,0,4,0,0,0,750,0,0,0,0,0,1,0,6,0,0,19,17000.0,0,3000,1,0,0,2019,0,17000.0,1,1,0,18,4
2297,3146,19,0,1,0.0,1,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,750,0,0,0,1,1,0,0,5,0,0,38,10500.0,0,3000,0,0,1,2019,1,10500.0,0,1,0,20,107
2298,3384,8,0,2,0.0,1,4,0,1,12,0,1,0,0,0,0,3,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,23,13000.0,0,3000,0,0,1,2018,1,13000.0,0,0,0,4,40
2299,69,13,0,2,0.0,0,4,0,0,10,0,1,0,0,0,1,2,1,0,0,0,750,1,0,0,1,1,0,0,4,0,0,40,14500.0,0,3000,0,0,1,2017,0,14500.0,0,0,0,25,80
2300,3405,6,0,3,26000.0,0,4,0,0,4,0,0,0,2,0,1,2,5,0,0,1,750,1,0,0,1,1,1,3,0,1,0,24,32500.0,0,3000,0,0,0,2015,0,58500.0,0,0,0,1,9
2301,263,18,0,2,0.0,1,3,0,1,5,0,0,0,0,0,0,0,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,44,7500.0,0,2850,0,0,1,2019,1,7500.0,0,1,0,22,250
2302,2061,15,0,1,0.0,0,4,0,0,5,0,0,0,0,1,1,1,2,0,0,0,750,0,0,0,0,0,0,0,1,0,0,51,23000.0,0,3000,1,0,1,2017,0,23000.0,1,1,0,28,32
2303,425,13,0,3,50000.0,0,4,0,0,2,0,0,0,2,0,1,1,2,0,0,1,750,1,0,0,1,1,1,3,1,0,0,27,25500.0,0,3000,0,0,0,2015,0,75500.0,0,1,0,26,22
2304,429,16,0,2,0.0,0,4,0,0,6,1,0,0,1,0,1,3,1,0,1,0,750,0,1,0,0,1,1,0,0,0,0,40,18500.0,0,3000,0,0,0,2020,0,18500.0,0,0,0,24,110
2305,3748,1,0,3,17000.0,0,3,0,2,1,0,0,0,2,0,1,2,1,0,0,1,750,1,0,0,0,1,1,1,3,0,0,69,29500.0,0,3000,0,1,0,2018,0,46500.0,0,1,0,24,320
2306,544,15,0,3,18500.0,0,1,0,0,10,0,0,0,2,0,1,3,1,0,0,1,750,1,0,0,1,1,1,1,2,0,0,35,31500.0,0,2750,0,0,0,2014,0,50000.0,0,1,0,9,57
2307,3875,2,0,2,30000.0,0,1,0,1,1,0,0,1,2,0,1,0,3,0,0,0,750,0,1,1,1,1,0,3,6,0,0,19,31000.0,0,3000,0,0,0,2019,0,61000.0,0,1,0,20,7
2308,787,14,0,1,0.0,0,3,0,0,7,0,0,0,0,0,1,3,1,0,0,0,750,1,0,0,0,1,1,0,1,0,0,65,10000.0,0,3000,0,1,0,2017,0,10000.0,0,1,0,2,240
2309,4050,13,0,1,0.0,0,3,0,1,5,0,0,0,1,0,1,0,5,1,0,0,750,0,0,0,0,0,1,0,2,0,0,20,17000.0,0,3000,1,0,0,2018,0,17000.0,1,1,0,22,9
2310,4095,17,0,4,0.0,0,2,0,3,4,0,0,0,1,0,0,0,3,0,0,1,750,1,0,0,1,1,1,0,2,0,0,40,7000.0,0,3000,0,0,0,2013,1,7000.0,0,1,0,24,20
2311,2662,15,0,3,0.0,0,2,0,0,11,0,0,0,0,0,1,2,1,0,0,1,750,0,1,0,0,1,1,0,3,1,0,34,7000.0,0,3000,0,1,0,2014,0,7000.0,0,0,0,7,40
2312,4254,9,0,1,0.0,1,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,1,0,0,65,7500.0,0,3000,0,0,1,2010,0,7500.0,0,1,0,22,347
2313,4318,15,0,2,0.0,0,1,0,0,12,0,0,0,2,0,1,2,2,0,0,1,750,0,1,0,1,1,1,0,0,0,0,23,16500.0,0,3000,0,0,0,2011,0,16500.0,0,1,0,2,6
2314,2797,20,0,3,3500.0,0,3,0,2,2,0,0,0,2,0,1,3,1,0,0,1,750,1,0,0,0,1,1,3,2,0,0,67,28000.0,0,3000,0,1,0,2013,0,31500.0,0,1,0,13,123
2315,1601,10,0,3,8000.0,1,3,0,2,9,0,1,0,2,0,0,2,1,0,0,1,750,0,0,0,0,1,1,1,1,0,0,32,39500.0,1,3000,0,0,0,2018,1,47500.0,0,0,0,10,98
2316,672,9,0,2,0.0,1,3,0,0,4,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,0,6,0,0,53,14500.0,0,2450,0,0,0,2012,0,14500.0,0,1,0,7,152
2317,4418,10,0,2,0.0,0,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0,750,0,1,0,1,1,0,0,2,0,0,34,11500.0,0,3000,0,0,1,2020,1,11500.0,0,1,0,6,88
2318,1254,11,0,2,0.0,1,4,0,1,10,0,0,0,0,0,1,2,1,0,0,0,750,0,0,0,0,1,0,0,3,0,0,28,9500.0,1,3000,0,0,1,2014,0,9500.0,0,1,0,31,36
2319,4526,3,0,3,30000.0,1,4,0,3,1,0,0,0,2,0,1,0,1,0,0,1,750,0,0,0,1,1,1,3,3,0,0,44,33500.0,0,3000,0,0,0,2017,0,63500.0,0,1,0,10,188
2320,4528,21,0,1,0.0,0,3,0,0,10,0,0,0,0,1,1,1,1,0,1,0,750,0,0,0,0,0,1,0,1,0,0,48,4000.0,0,2550,1,0,0,2017,0,4000.0,1,0,0,15,110
2321,1285,20,0,2,0.0,0,1,0,1,3,0,0,0,1,0,0,0,1,0,0,1,750,1,0,0,1,1,1,0,5,0,0,30,18000.0,0,3000,0,0,0,2017,1,18000.0,0,1,0,9,62
2322,2940,11,1,3,0.0,1,3,0,1,1,1,0,0,0,0,1,0,1,0,0,1,750,0,0,1,0,1,1,0,0,0,0,41,8500.0,0,3000,0,0,0,2019,0,8500.0,0,1,0,14,145
2323,1483,8,0,2,3000.0,0,3,0,0,11,0,0,1,2,0,1,0,1,0,1,0,750,0,1,0,1,1,0,3,3,0,0,41,24500.0,0,3000,0,0,0,2013,0,27500.0,0,0,0,21,157
2324,3131,17,0,1,0.0,0,3,0,0,11,0,0,0,0,1,1,2,1,0,0,0,750,0,0,0,0,0,1,0,2,0,0,42,9000.0,0,3000,1,0,0,2013,0,9000.0,1,1,0,20,141
2325,3168,15,0,2,0.0,0,1,0,1,5,0,0,0,0,0,1,2,3,0,0,0,750,1,0,1,1,1,0,0,1,0,0,32,4000.0,0,3000,0,0,1,2014,0,4000.0,0,1,0,28,47
2326,1565,15,0,4,22000.0,1,1,0,4,3,0,0,0,2,0,0,3,1,0,0,1,750,0,0,0,1,1,1,2,3,0,0,33,32000.0,0,3000,0,0,0,2014,1,54000.0,0,1,0,14,57
2327,1593,8,0,3,0.0,0,2,0,0,1,0,1,0,2,0,0,2,1,0,0,1,750,1,0,0,1,1,1,0,0,0,0,60,34000.0,0,3000,0,0,0,2017,1,34000.0,0,0,0,28,284
2328,145,21,0,3,0.0,0,3,0,2,3,0,0,0,1,0,1,1,1,0,0,1,750,1,0,0,1,1,1,0,1,0,0,60,25500.0,0,2900,0,0,0,2020,0,25500.0,0,1,0,5,124
2329,295,16,0,1,0.0,0,3,0,1,10,0,1,0,0,1,1,2,1,0,0,0,750,0,0,0,0,0,1,0,1,0,0,38,7000.0,0,2600,1,0,0,2016,0,7000.0,1,0,0,15,154
2330,1957,7,1,4,0.0,1,1,0,3,11,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,0,4,0,0,52,42500.0,0,3000,0,0,0,2018,1,42500.0,0,1,0,8,233
2331,2034,16,0,3,13500.0,0,3,0,2,7,0,0,0,2,0,1,1,1,0,0,1,750,1,0,0,1,1,1,3,1,0,0,39,28000.0,0,3000,0,0,0,2012,0,41500.0,0,1,0,9,119
2332,403,9,0,3,17500.0,0,1,0,3,12,0,0,0,2,0,1,3,1,0,0,1,750,0,1,0,1,1,1,3,0,0,1,42,36500.0,0,2950,0,0,0,2020,0,54000.0,0,0,0,9,161
2333,489,15,0,3,0.0,0,3,0,0,9,0,0,0,0,0,1,0,3,0,0,1,750,0,1,0,1,1,1,0,4,0,0,24,11000.0,0,3000,0,0,0,2017,0,11000.0,0,1,0,27,16
2334,2360,15,0,2,0.0,1,1,0,2,1,0,0,0,1,0,1,1,1,0,0,0,750,0,0,0,1,1,1,0,2,0,0,57,15000.0,0,3000,0,0,0,2014,0,15000.0,0,1,0,16,81
2335,941,5,0,3,8000.0,1,3,0,0,10,1,0,0,2,0,1,0,1,0,0,1,750,0,0,0,0,1,1,3,4,0,0,64,34000.0,0,3000,0,0,0,2017,0,42000.0,0,1,0,11,109
2336,4235,9,0,2,0.0,1,3,0,0,7,0,0,0,0,0,0,1,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,50,12500.0,0,3000,0,0,1,2014,1,12500.0,0,1,0,24,81
2337,4260,16,0,3,0.0,0,2,0,1,7,0,0,0,0,0,0,2,1,0,0,1,750,1,0,0,1,1,1,0,2,0,0,39,13000.0,0,3000,0,0,0,2019,1,13000.0,0,1,0,31,25
2338,2951,15,0,2,0.0,1,2,0,0,10,1,0,0,1,0,1,2,1,0,0,1,750,0,0,0,0,1,1,0,4,0,0,35,15500.0,0,3000,0,0,0,2010,0,15500.0,0,1,0,25,109
2339,4657,10,0,2,3000.0,0,4,0,0,6,0,0,0,1,0,0,1,1,0,0,0,750,1,0,0,1,1,1,1,2,0,1,45,11500.0,0,3000,0,0,0,2018,1,14500.0,0,0,0,5,206
2340,1500,7,0,3,9000.0,1,3,0,0,2,0,0,0,2,0,1,1,1,0,0,1,750,0,0,0,1,1,1,1,1,0,0,46,29000.0,0,3000,0,0,0,2013,0,38000.0,0,1,0,26,119
2341,1503,8,0,2,0.0,1,0,0,0,2,0,1,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,0,0,0,0,40,16500.0,0,2800,0,0,0,2015,0,16500.0,0,0,0,11,98
2342,3228,3,0,1,0.0,1,4,0,0,11,1,0,0,0,0,0,0,1,0,0,0,750,0,0,0,0,1,0,0,4,0,0,44,17500.0,0,3000,0,0,1,2018,1,17500.0,0,1,0,8,90
2343,1660,11,0,2,13500.0,0,1,0,1,5,0,0,1,2,0,1,1,1,0,0,0,750,1,0,0,1,1,0,2,4,0,0,32,23500.0,0,2800,0,0,0,2015,0,37000.0,0,0,1,31,17
2344,407,20,0,1,0.0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,750,0,1,0,0,1,1,0,6,0,0,33,17000.0,1,3000,0,0,0,2018,1,17000.0,0,1,0,20,155
2345,3942,11,0,3,0.0,1,3,0,2,10,0,0,0,1,0,1,1,2,0,0,1,750,0,0,0,1,1,1,0,1,0,0,57,16500.0,0,3000,0,0,0,2018,0,16500.0,0,1,0,8,45
2346,4440,4,0,2,0.0,1,4,0,0,11,0,0,0,0,0,0,1,1,0,0,0,750,0,0,0,1,1,0,0,6,0,0,35,11500.0,0,3000,0,0,1,2016,1,11500.0,0,1,0,10,112
2347,2965,1,1,2,0.0,0,3,0,2,11,0,1,0,0,0,0,3,2,0,0,0,750,0,1,0,1,1,0,0,5,0,0,24,10500.0,0,3000,0,0,1,2017,1,10500.0,0,0,0,23,46
2348,4595,1,0,2,0.0,0,1,0,2,8,0,0,0,1,0,1,1,1,0,0,1,750,0,1,0,1,1,1,0,3,0,0,29,14500.0,0,2700,0,0,0,2017,0,14500.0,0,1,0,29,76
2349,2994,6,0,3,5000.0,1,0,0,1,10,0,0,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,3,2,0,0,70,3500.0,0,3000,0,0,0,2011,0,8500.0,0,1,0,23,251
2350,1480,13,0,2,0.0,0,4,0,1,3,0,0,0,0,0,0,1,2,0,0,0,750,0,1,0,1,1,0,0,3,0,0,23,9500.0,0,3000,0,0,1,2016,1,9500.0,0,1,0,28,8
2351,1675,20,0,1,0.0,0,4,0,0,2,0,1,0,0,1,0,2,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,57,12000.0,0,2550,1,0,0,2019,1,12000.0,1,0,0,14,189
2352,3610,3,0,4,0.0,1,2,0,2,3,0,0,0,1,0,0,0,1,0,0,1,750,0,0,0,1,1,1,0,1,0,0,42,10000.0,0,3000,0,0,0,2015,1,10000.0,0,1,0,26,34
2353,3725,17,0,2,0.0,1,4,0,2,1,0,0,0,0,0,0,3,1,0,0,1,750,0,0,0,0,1,1,0,4,0,0,26,6500.0,1,2950,0,0,0,2014,1,6500.0,0,0,1,18,39
2354,2183,11,0,2,0.0,0,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,750,1,0,0,1,1,0,0,4,0,0,46,15500.0,0,2700,0,0,1,2015,0,15500.0,0,1,0,4,101
2355,989,11,2,3,26500.0,0,4,0,2,6,0,0,0,1,0,1,2,2,0,0,1,750,0,1,0,0,1,1,1,0,0,0,38,14500.0,0,3000,0,1,0,2016,0,41000.0,0,1,0,24,41
2356,4261,13,0,3,0.0,0,3,0,0,9,0,0,0,0,0,1,1,1,0,0,1,750,0,1,0,1,1,1,0,4,1,0,46,11000.0,0,3000,0,0,0,2019,0,11000.0,0,0,0,20,81
2357,1035,14,0,3,15000.0,1,4,0,2,7,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,2,0,0,31,33500.0,0,3000,0,0,0,2015,1,48500.0,0,1,0,24,35
2358,1082,2,0,2,0.0,0,3,0,1,4,0,0,1,2,0,0,0,3,0,0,0,750,1,0,0,0,1,0,0,5,0,0,68,34500.0,1,3000,0,0,0,2014,1,34500.0,0,1,0,13,34
2359,4388,5,0,1,0.0,0,3,0,0,9,0,0,0,0,1,0,2,1,0,0,0,750,0,0,0,0,0,1,0,2,0,1,34,14500.0,0,3000,1,0,0,2019,1,14500.0,1,0,0,11,173
2360,4750,10,0,3,0.0,1,1,0,1,10,0,0,0,0,0,0,1,1,0,0,1,750,0,0,0,0,1,1,0,2,0,1,52,16000.0,0,3000,0,1,0,2020,1,16000.0,0,0,0,30,283
2361,3217,16,2,3,6000.0,1,2,0,2,1,0,0,0,2,0,1,0,1,0,0,1,750,0,0,0,0,1,1,1,3,0,0,21,31500.0,1,3000,0,0,0,2015,0,37500.0,0,1,0,10,5
2362,112,7,0,2,13000.0,1,3,0,1,2,0,0,1,2,0,0,0,1,0,0,0,750,0,0,0,1,1,0,1,4,0,0,45,29500.0,0,3000,0,0,0,2015,1,42500.0,0,1,0,8,64
2363,178,16,0,2,0.0,1,1,0,0,5,0,0,0,0,0,1,0,1,0,0,0,750,0,0,0,1,1,1,0,4,0,0,66,13500.0,0,2500,0,0,0,2015,0,13500.0,0,1,0,17,116
2364,1846,12,0,2,0.0,0,3,0,0,6,0,0,0,1,0,0,0,1,0,0,0,750,0,1,0,1,1,1,0,1,0,0,67,16500.0,0,2450,0,0,0,2018,1,16500.0,0,1,0,18,130
2365,2157,18,0,2,0.0,1,4,0,2,5,1,0,0,1,0,0,1,1,0,0,0,750,0,0,0,0,1,1,0,3,0,0,56,19000.0,0,2950,0,0,0,2019,1,19000.0,0,1,0,2,64
2366,2315,19,2,1,31000.0,0,4,0,0,6,0,0,0,1,0,1,3,1,1,0,0,750,0,0,0,0,0,1,1,2,0,1,44,15500.0,0,3000,1,0,0,2017,0,46500.0,1,0,0,5,57
2367,3961,12,0,3,13000.0,0,3,0,1,1,0,0,0,2,0,0,0,1,0,0,1,750,1,0,0,1,1,1,4,5,0,0,27,34500.0,0,3000,0,0,0,2018,1,47500.0,0,1,0,26,13
2368,4141,3,0,2,0.0,0,4,0,0,6,0,0,0,0,0,1,0,1,0,0,0,750,1,0,0,0,1,0,0,2,0,0,24,8000.0,1,2700,0,0,1,2017,0,8000.0,0,1,0,19,59
2369,2547,19,0,2,0.0,1,1,0,2,7,0,0,0,0,0,0,2,1,0,1,0,750,0,0,0,0,1,0,0,0,0,0,49,14500.0,1,2950,0,0,1,2016,1,14500.0,0,0,0,22,128
2370,2562,8,0,2,0.0,1,1,0,0,7,0,0,0,0,0,1,3,3,0,0,0,750,0,0,0,1,1,1,0,0,0,0,19,16500.0,0,3000,0,0,0,2017,0,16500.0,0,0,1,22,1
2371,1114,16,0,3,20500.0,1,3,0,0,3,0,0,0,2,0,0,3,1,0,0,1,750,0,0,0,1,1,1,1,4,0,0,60,34500.0,0,2900,0,0,0,2018,1,55000.0,0,1,0,1,152
2372,1659,15,0,2,11500.0,1,2,0,0,3,0,0,1,2,0,0,0,1,0,0,0,750,0,0,0,0,1,0,1,4,0,0,31,30500.0,1,3000,0,0,0,2016,1,42000.0,0,1,0,8,65
2373,3325,12,0,3,0.0,1,3,0,3,1,0,0,0,0,0,1,0,1,0,0,1,750,0,0,0,1,1,1,0,3,0,0,48,3000.0,0,2600,0,0,0,2013,0,3000.0,0,1,0,3,55
2374,510,12,0,2,0.0,0,3,0,1,5,0,0,0,1,0,1,1,2,0,0,0,750,1,0,0,0,1,1,0,4,0,0,51,15000.0,1,3000,0,0,0,2013,0,15000.0,0,1,0,24,37
2375,644,17,1,2,0.0,0,4,0,2,4,1,0,0,1,0,1,3,1,0,0,0,750,1,0,0,0,1,1,0,4,0,0,54,15500.0,0,3000,0,0,0,2013,0,15500.0,0,1,0,5,207
2376,2479,13,0,2,1500.0,1,1,0,2,5,0,0,0,0,0,1,3,1,0,0,0,750,0,0,0,1,1,0,1,2,0,0,36,7500.0,0,2850,0,0,1,2013,0,9000.0,0,1,0,15,172
2377,1013,21,0,1,0.0,0,2,0,0,5,0,0,0,0,1,1,0,1,0,0,0,750,0,0,0,0,0,1,0,6,0,0,46,1500.0,0,2700,1,0,0,2005,0,1500.0,1,1,0,26,72
2378,4302,15,0,3,25000.0,0,4,0,0,12,0,0,0,1,0,0,1,1,0,0,1,750,0,1,0,1,1,1,1,6,0,0,40,12000.0,0,3000,0,0,0,2019,1,37000.0,0,1,0,29,175
2379,2744,1,0,4,0.0,1,3,0,1,9,0,0,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,0,1,0,0,34,19500.0,0,3000,0,0,0,2016,0,19500.0,0,1,0,3,85
2380,4347,21,0,2,0.0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,750,1,0,0,0,1,0,0,1,0,0,35,8500.0,0,3000,0,1,1,2006,0,8500.0,0,0,0,29,66
2381,2884,9,0,3,0.0,0,3,0,2,12,0,0,0,2,0,1,1,4,0,0,1,750,0,1,1,1,1,1,0,6,0,0,28,32000.0,0,3000,0,0,0,2016,0,32000.0,0,1,0,22,4
2382,1416,9,0,1,0.0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,1,1,750,0,0,0,0,0,1,0,1,0,0,24,23000.0,0,3000,1,0,0,2020,1,23000.0,1,0,0,17,42
2383,1439,9,0,2,0.0,1,3,0,0,10,0,0,0,0,0,0,2,1,0,0,0,750,0,0,0,1,1,0,0,6,0,0,56,10000.0,0,3000,0,0,1,2005,1,10000.0,0,1,0,27,130
2384,4713,7,0,2,0.0,0,1,0,0,3,0,0,1,2,0,1,0,2,0,0,0,750,1,0,0,1,1,0,0,4,0,0,41,26500.0,0,2500,0,0,0,2011,0,26500.0,0,1,0,29,53
2385,4886,4,0,3,50000.0,0,3,0,2,10,0,0,0,1,0,1,1,2,0,0,1,750,0,1,0,1,1,1,3,2,0,0,23,24000.0,0,3000,0,0,0,2016,0,74000.0,0,1,0,2,22
2386,3287,13,0,1,3000.0,0,1,0,0,3,0,0,1,2,0,1,2,4,0,1,0,750,0,1,0,1,1,0,1,6,0,0,44,14500.0,0,2350,0,0,0,2009,0,17500.0,0,0,0,10,19
2387,4390,7,0,2,0.0,1,3,0,2,2,0,0,0,1,0,1,2,4,0,0,1,750,0,0,0,1,1,1,0,1,0,0,29,15000.0,0,2850,0,0,0,2018,0,15000.0,0,1,0,26,2
2388,4534,10,0,3,13000.0,1,3,0,0,12,0,1,0,0,0,0,1,2,0,0,1,750,0,0,0,1,1,1,1,1,0,0,29,8000.0,0,2950,0,0,0,2012,1,21000.0,0,0,0,3,11
2389,2974,13,1,2,6500.0,0,2,1,1,7,0,0,0,1,0,1,1,1,0,0,0,750,1,0,0,1,1,0,1,6,0,0,54,16000.0,0,3000,0,0,0,2020,0,22500.0,0,0,1,7,232
2390,4710,2,0,3,5000.0,0,4,0,1,4,0,0,0,1,0,0,2,1,0,0,1,750,1,0,0,1,1,1,1,0,0,0,71,12000.0,0,3000,0,0,0,2008,1,17000.0,0,1,0,29,156
2391,4766,2,0,3,0.0,0,1,0,0,12,0,0,0,1,0,0,0,1,0,0,1,750,1,0,0,1,1,1,0,3,0,0,46,15000.0,0,3000,0,0,0,2019,1,15000.0,0,1,0,12,180
2392,1865,16,0,1,0.0,0,4,0,0,11,0,0,0,1,0,0,0,1,1,0,0,750,0,0,0,0,0,1,0,2,0,0,35,7000.0,0,3000,1,0,0,2004,1,7000.0,1,1,0,13,117
2393,1890,12,0,3,0.0,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,750,0,1,0,1,1,1,0,1,0,1,43,14000.0,0,3000,0,0,0,2017,1,14000.0,0,0,0,1,139
2394,394,16,0,3,0.0,0,3,0,2,11,0,0,0,0,0,1,2,2,0,1,1,750,0,1,0,1,1,1,0,0,0,0,33,12000.0,0,3000,0,0,0,2020,0,12000.0,0,0,0,4,58
2395,399,10,0,2,2500.0,0,3,0,2,5,0,0,0,2,0,0,2,1,0,0,0,750,1,0,0,1,1,1,1,6,0,0,20,40000.0,0,3000,0,0,0,2019,1,42500.0,0,1,0,26,6
2396,473,18,0,3,5500.0,1,4,0,4,4,0,0,0,2,0,1,1,1,0,0,1,750,0,0,0,1,1,1,1,2,0,1,32,31500.0,0,3000,0,0,0,2018,0,37000.0,0,0,0,3,93
2397,496,16,0,1,0.0,0,3,0,0,10,0,0,0,0,1,0,2,1,0,0,0,750,0,0,0,0,0,1,0,6,0,0,59,14000.0,0,2900,1,0,0,2019,1,14000.0,1,1,0,27,88
2398,4051,10,0,2,0.0,0,4,0,1,7,0,0,0,0,0,0,0,1,0,0,0,750,0,1,0,1,1,0,0,4,0,0,39,14500.0,0,3000,0,0,1,2020,1,14500.0,0,1,0,26,64
2399,2771,2,0,2,15000.0,0,2,0,0,5,0,0,0,1,0,1,0,1,0,0,1,750,1,0,0,1,1,1,1,5,0,0,49,13500.0,0,2900,0,0,0,2014,0,28500.0,0,1,0,4,157
2400,4381,9,0,2,26000.0,1,2,0,2,11,0,0,0,1,0,1,3,2,0,0,1,750,0,0,0,1,1,1,1,3,0,1,40,19000.0,0,3000,0,0,0,2019,0,45000.0,0,0,0,7,50
2401,4481,12,0,2,0.0,1,1,0,0,12,0,0,0,0,0,1,0,1,0,0,0,750,0,0,0,1,1,0,0,1,0,0,19,10000.0,0,3000,0,0,1,2019,0,10000.0,0,1,0,31,4
2402,1435,13,0,1,0.0,0,4,0,0,2,0,0,0,0,0,1,1,3,0,0,0,750,1,0,0,1,1,0,0,2,0,0,35,11500.0,0,3000,0,0,1,2018,0,11500.0,0,0,1,20,33
2403,1681,3,0,2,20500.0,1,3,0,0,9,0,0,0,1,0,1,3,3,0,0,0,750,0,0,0,1,1,1,1,6,0,0,29,12000.0,0,3000,0,0,0,2011,0,32500.0,0,1,0,22,2
2404,1911,13,0,3,6500.0,1,3,0,1,7,0,0,0,2,0,1,1,1,0,0,1,750,0,0,0,1,1,1,1,0,0,0,56,30500.0,0,2750,0,0,0,2017,0,37000.0,0,1,0,29,231
2405,3614,8,0,2,0.0,1,1,0,1,11,0,0,0,0,0,1,2,2,0,0,0,750,0,0,0,0,1,0,0,3,0,0,59,4500.0,0,3000,0,1,1,2014,0,4500.0,0,1,0,28,47
2406,2239,7,0,3,9000.0,0,3,0,2,10,0,0,0,2,0,1,0,1,0,0,1,750,1,0,0,1,1,1,1,1,0,0,72,14500.0,0,3000,0,0,0,2012,0,23500.0,0,1,0,1,93
2407,2246,5,0,1,0.0,1,4,0,0,1,0,0,0,1,0,0,1,1,0,0,0,750,0,0,0,1,1,1,0,2,0,0,50,8000.0,0,3000,0,0,0,2014,1,8000.0,0,1,0,9,192
