fraud,authorities_contacted_police,collision_type_front,authorities_contacted_fire,injury_claim,vehicle_claim,customer_education,num_injuries,policy_state_or,policy_liability,driver_relationship_self,auto_year,policy_deductable,collision_type_na,num_vehicles_involved,customer_gender_male,police_report_available,driver_relationship_child,policy_state_nv,customer_age,num_claims_past_year,num_insurers_past_5_years,policy_state_ca,policy_state_wa,incident_type_breakin,months_as_customer,authorities_contacted_ambulance,policy_state_az,driver_relationship_na,incident_type_theft,authorities_contacted_none,incident_dow,collision_type_side,customer_gender_female,driver_relationship_spouse,driver_relationship_other,incident_hour,incident_month,incident_type_collision,policy_annual_premium,collision_type_rear,policy_state_id,incident_severity,total_claim_amount,num_witnesses,incident_day
0,0,1,0,12100.0,12753.414146129175,3,0,0,0,1,2016,750,0,2,0,0,0,0,45,0,1,1,0,0,197,0,0,0,0,1,1,0,1,0,0,0,11,1,3000,0,0,0,24853.414146129177,0,5
0,1,0,0,40100.0,12379.464456561409,3,0,0,1,1,2018,750,0,3,1,1,0,0,37,0,1,1,0,0,47,0,0,0,0,0,1,1,0,0,0,16,1,1,2950,0,0,0,52479.464456561414,2,1
0,0,0,0,6700.0,9282.592536718206,3,0,0,1,1,2016,750,0,2,0,0,0,0,31,0,1,1,0,0,77,0,0,0,0,1,4,0,1,0,0,13,1,1,3000,1,0,0,15982.592536718206,1,11
0,1,0,0,23700.0,14649.343508156162,3,1,0,2,0,2015,750,1,1,0,0,0,0,63,1,1,1,0,0,208,0,0,1,1,0,1,0,1,0,0,16,11,0,3000,0,0,1,38349.34350815616,0,19
0,1,0,0,21200.0,21444.08750926718,1,0,0,1,1,2019,750,0,2,1,0,0,0,24,1,4,0,1,0,2,0,0,0,0,0,4,1,0,0,0,10,12,1,3000,0,0,1,42644.087509267185,0,20
0,1,0,0,72800.0,24992.537853057358,3,4,0,0,1,2018,750,0,2,1,0,0,0,66,0,1,1,0,0,51,0,0,0,0,0,2,1,0,0,0,7,1,1,2750,0,0,2,97792.53785305737,1,23
0,1,0,0,218200.0,32888.58361431063,1,1,0,0,1,2016,750,0,3,1,1,0,0,54,0,1,1,0,0,154,0,0,0,0,0,1,0,0,0,0,9,10,1,2900,1,0,2,251088.58361431066,3,15
0,1,0,0,5200.0,17210.67297080972,3,2,0,0,1,2017,750,0,2,0,0,0,0,51,0,1,1,0,0,299,0,0,0,0,0,1,1,1,0,0,12,10,1,3000,0,0,1,22410.672970809715,2,22
0,1,0,0,62700.0,12118.098900706716,3,0,0,2,0,2015,750,1,1,1,0,0,0,48,0,1,1,0,1,315,0,0,1,0,0,4,0,0,0,0,14,12,0,2750,0,0,0,74818.09890070671,0,13
0,1,0,0,12800.0,9988.962119661268,3,0,0,3,0,2020,750,1,1,0,0,0,0,44,0,1,1,0,1,28,0,0,1,0,0,3,0,1,0,0,17,8,0,3000,0,0,0,22788.962119661268,0,29
0,1,1,0,6100.0,15144.555422313822,3,2,0,2,1,2017,750,0,2,1,1,0,0,32,0,1,1,0,0,56,0,0,0,0,0,6,0,0,0,0,17,8,1,3000,0,0,1,21244.555422313824,1,11
0,1,0,0,17900.0,16731.29707722165,3,0,0,0,1,2020,750,0,2,0,1,0,0,66,0,1,1,0,0,120,0,0,0,0,0,5,1,1,0,0,8,3,1,3000,0,0,1,34631.29707722165,0,2
0,1,0,0,9300.0,1000.0,1,4,1,2,0,2004,750,0,4,1,1,0,0,38,0,1,0,0,0,155,0,0,0,0,0,3,0,0,0,1,7,2,1,2550,1,0,2,10300.0,2,7
0,1,1,0,7700.0,14571.421571822078,1,0,0,1,1,2019,750,0,3,0,1,0,1,56,0,1,0,0,0,181,0,0,0,0,0,4,0,1,0,0,15,3,1,2800,0,0,0,22271.42157182208,0,1
0,1,1,0,92100.0,17127.872992089026,3,0,0,0,0,2019,750,0,3,0,1,0,0,24,0,1,1,0,0,52,0,0,0,0,0,6,0,1,0,1,8,6,1,3000,0,0,1,109227.87299208902,1,16
0,1,1,0,21500.0,15675.994423998589,3,0,0,1,0,2014,750,0,3,1,1,1,0,44,0,1,1,0,0,41,0,0,0,0,0,4,0,0,0,0,14,6,1,3000,0,0,1,37175.994423998585,3,21
0,0,1,0,3800.0,21516.381873814287,3,0,0,2,1,2016,750,0,2,1,0,0,0,43,0,1,1,0,0,124,1,0,0,0,0,5,0,0,0,0,11,10,1,2650,0,0,1,25316.381873814287,2,12
0,0,1,0,6100.0,12006.818422984441,3,0,0,1,1,2017,750,0,1,1,0,0,0,39,0,1,1,0,0,66,0,0,0,0,1,4,0,0,0,0,15,9,1,3000,0,0,0,18106.81842298444,0,6
0,1,0,0,16900.0,15746.343167051666,1,0,0,0,0,2020,750,0,2,0,0,0,0,56,0,1,0,0,0,105,0,1,0,0,0,3,0,1,0,1,14,5,1,2950,1,0,1,32646.343167051666,0,9
0,1,1,0,3800.0,22842.742070354976,4,2,0,0,0,2020,750,0,2,1,1,0,0,63,0,1,1,0,0,134,0,0,0,0,0,0,0,0,0,1,10,6,1,2600,0,0,1,26642.742070354976,0,10
0,0,0,0,42800.0,5690.05261797502,3,0,0,2,1,2012,750,0,2,0,0,0,0,46,0,1,1,0,0,84,0,0,0,0,1,2,1,0,0,0,21,2,1,3000,0,0,0,48490.05261797502,0,20
0,1,0,0,49900.0,43948.49964208773,1,4,0,3,1,2019,750,0,4,1,1,0,0,20,1,2,1,0,0,17,0,0,0,0,0,3,0,0,0,0,14,9,1,3000,1,0,2,93848.49964208773,2,12
0,1,0,0,4200.0,26248.68246314248,1,1,0,1,1,2013,750,0,2,1,0,0,0,32,0,2,1,0,0,52,0,0,0,0,0,0,1,0,0,0,16,5,1,3000,0,0,2,30448.68246314248,0,6
0,1,0,0,12400.0,14106.71710000538,3,0,0,2,1,2015,750,0,2,1,1,0,0,37,0,1,1,0,0,41,0,0,0,0,0,4,1,0,0,0,15,11,1,2750,0,0,1,26506.717100005382,0,29
0,1,1,0,7900.0,9982.556511989229,3,0,1,1,1,2016,750,0,2,1,0,0,0,51,0,1,0,0,0,139,0,0,0,0,0,1,0,0,0,0,6,11,1,3000,0,0,0,17882.556511989227,1,26
0,1,0,0,13900.0,25900.54629553406,1,1,0,1,1,2015,750,0,3,1,1,0,0,63,0,1,1,0,0,133,0,0,0,0,0,4,1,0,0,0,16,6,1,2950,0,0,2,39800.54629553406,2,7
0,1,1,0,28400.0,18658.75355271094,4,0,0,1,1,2017,750,0,3,0,1,0,0,41,0,1,0,1,0,152,0,0,0,0,0,3,0,1,0,0,9,7,1,2800,0,0,0,47058.753552710936,1,4
0,1,0,0,4900.0,14326.34722934193,4,1,0,0,1,2015,750,0,2,1,0,0,0,44,0,1,1,0,0,15,0,0,0,0,0,3,0,0,0,0,15,6,1,2500,1,0,1,19226.347229341933,0,13
0,0,1,0,27200.0,5943.483623353966,3,0,0,3,1,2013,750,0,2,1,0,0,1,34,0,1,0,0,0,83,0,0,0,0,1,3,0,0,0,0,16,3,1,3000,0,0,0,33143.48362335397,2,14
0,0,1,1,17200.0,28160.23289048832,1,1,0,1,1,2012,750,0,2,0,0,0,0,49,0,1,1,0,0,56,0,0,0,0,0,5,0,1,0,0,7,4,1,3000,0,0,2,45360.23289048832,0,6
0,1,0,0,8600.0,9188.468688500732,3,0,0,1,0,2013,750,1,1,0,0,0,0,52,0,1,1,0,0,164,0,0,1,1,0,6,0,1,0,0,6,3,0,2450,0,0,1,17788.468688500732,0,17
0,1,0,0,8600.0,12821.143609698545,3,0,0,1,0,2017,750,1,1,1,0,0,1,56,0,1,0,0,1,274,0,0,1,0,0,3,0,0,0,0,17,1,0,3000,0,0,0,21421.14360969854,0,31
0,1,0,0,77700.0,33034.7293938881,1,2,0,1,1,2017,750,0,2,0,1,0,0,49,0,3,1,0,0,19,0,0,0,0,0,1,1,1,0,0,5,7,1,3000,0,0,2,110734.72939388806,0,23
0,0,0,0,11000.0,10906.311236469395,4,0,0,2,1,2017,750,0,2,1,0,0,0,68,1,1,1,0,0,116,0,0,0,0,1,6,0,0,0,0,5,2,1,3000,1,0,0,21906.311236469395,0,24
0,0,1,1,4800.0,36125.317762525985,4,1,0,0,1,2018,750,0,2,0,0,0,0,37,0,1,1,0,0,57,0,0,0,0,0,3,0,1,0,0,16,6,1,3000,0,0,2,40925.317762525985,0,20
0,0,0,0,5600.0,13639.699971477381,1,0,0,2,1,2016,750,0,1,1,0,0,0,24,0,2,1,0,0,28,0,0,0,0,1,1,0,0,0,0,17,3,1,3000,1,0,0,19239.699971477374,0,12
0,1,0,0,15100.0,38384.71653404277,4,2,0,0,1,2018,750,0,4,0,1,0,0,49,0,1,1,0,0,61,0,0,0,0,0,4,0,1,0,0,19,1,1,3000,1,0,2,53484.71653404277,1,25
0,0,0,0,48500.0,7826.410595176098,3,0,0,0,0,2016,750,1,1,0,0,0,0,36,0,1,1,0,1,131,0,0,1,0,1,3,0,1,0,0,19,2,0,3000,0,0,0,56326.4105951761,0,14
0,1,1,0,13300.0,20823.34340457217,3,0,0,2,1,2016,750,0,2,0,0,0,0,28,1,1,0,1,0,66,0,0,0,0,0,2,0,1,0,0,6,3,1,3000,0,0,1,34123.343404572166,1,13
0,1,0,0,18800.0,16407.81328720118,1,2,0,1,1,2015,750,0,2,1,1,0,0,24,0,2,1,0,0,41,0,0,0,0,0,1,0,0,0,0,13,5,1,3000,1,0,1,35207.813287201185,1,7
0,1,0,0,14900.0,1475.167606953195,3,0,0,2,0,2008,750,1,1,0,0,0,0,22,0,2,1,0,1,56,0,0,1,0,0,2,0,1,0,0,12,7,0,2500,0,0,0,16375.167606953195,0,10
0,0,1,1,10100.0,29323.77568812471,1,1,0,0,1,2015,750,0,2,1,0,0,0,37,0,2,1,0,0,33,0,0,0,0,0,0,0,0,0,0,11,3,1,3000,0,0,2,39423.77568812471,2,18
0,1,0,0,63200.0,16523.9616325782,3,0,0,0,0,2016,750,1,1,1,0,0,0,40,0,1,1,0,1,95,0,0,1,0,0,1,0,0,0,0,13,2,0,3000,0,0,0,79723.9616325782,0,12
0,1,0,0,5400.0,6801.931770840488,3,0,0,2,0,2007,750,1,1,0,0,0,0,48,0,1,0,0,1,170,0,1,1,0,0,0,0,1,0,0,12,9,0,2400,0,0,0,12201.931770840489,0,16
0,1,1,0,17600.0,5269.8949538865745,1,0,0,0,1,2014,750,0,3,0,1,0,0,50,0,1,1,0,0,90,0,0,0,0,0,1,0,1,0,0,9,12,1,2500,0,0,0,22869.89495388657,1,17
0,1,0,0,11900.0,23263.45839755853,4,0,0,0,1,2013,750,0,3,0,1,0,0,27,0,1,1,0,0,68,0,0,0,0,0,2,1,1,0,0,3,9,1,2850,0,0,2,35163.458397558534,3,11
0,0,0,0,6200.0,17235.06399061236,3,0,0,3,1,2016,750,0,2,1,0,0,0,43,0,1,0,1,0,45,0,0,0,0,1,6,0,0,0,0,8,4,1,2750,1,0,0,23435.06399061236,3,7
0,0,1,0,10100.0,11848.053021071542,4,0,0,3,1,2012,750,0,1,1,0,0,0,48,0,1,1,0,0,58,0,0,0,0,1,4,0,0,0,0,17,6,1,3000,0,0,0,21948.053021071544,0,7
0,1,1,0,7400.0,20418.24083700409,1,4,0,1,1,2013,750,0,3,0,1,0,0,60,0,1,0,1,0,188,0,0,0,0,0,6,0,1,0,0,5,5,1,2950,0,0,2,27818.24083700409,2,19
0,1,0,0,9600.0,23669.19574096164,4,0,0,1,0,2019,750,0,3,0,1,1,0,63,0,1,0,1,0,86,0,0,0,0,0,1,1,1,0,0,9,9,1,3000,0,0,1,33269.19574096164,0,10
0,1,1,0,21600.0,42668.26158316261,4,0,0,0,1,2020,750,0,3,0,1,0,0,53,0,1,0,0,0,164,0,1,0,0,0,6,0,1,0,0,13,6,1,2650,0,0,2,64268.26158316262,1,30
0,0,1,0,134000.0,13450.495085788583,3,0,0,0,1,2012,750,0,2,0,0,0,0,35,0,4,1,0,0,21,0,0,0,0,1,0,0,1,0,0,14,11,1,3000,0,0,0,147450.4950857886,2,25
0,1,1,0,7100.0,36668.52051820674,1,1,0,2,1,2018,750,0,3,1,1,0,0,65,0,1,0,0,0,86,0,1,0,0,0,4,0,0,0,0,9,2,1,2550,0,0,2,43768.52051820674,2,22
0,1,0,0,148000.0,14576.116497803872,3,3,0,1,0,2011,750,0,3,0,1,0,1,58,0,1,0,0,0,172,0,0,0,0,0,2,1,1,1,0,13,1,1,3000,0,0,1,162576.11649780392,3,23
0,1,1,0,6000.0,11361.656202800828,3,1,0,0,1,2014,750,0,3,0,1,0,0,41,0,1,1,0,0,177,0,0,0,0,0,1,0,1,0,0,14,10,1,3000,0,0,1,17361.656202800827,1,29
0,1,0,0,6700.0,5585.084827253827,3,0,0,1,1,2019,750,0,3,0,1,0,0,39,0,1,1,0,0,50,0,0,0,0,0,2,0,1,0,0,4,5,1,3000,1,0,0,12285.084827253828,3,8
0,1,1,0,27000.0,15677.503588469552,1,0,0,1,1,2010,750,0,3,0,1,0,0,40,1,1,0,0,0,193,0,1,0,0,0,5,0,1,0,0,11,7,1,3000,0,0,2,42677.50358846955,0,6
0,1,1,0,11100.0,19505.82682019623,2,0,0,1,1,2017,750,0,2,0,1,0,0,53,0,1,1,0,0,96,0,0,0,0,0,3,0,1,0,0,12,3,1,2750,0,0,1,30605.82682019623,1,14
0,0,1,0,6800.0,11815.41039803452,1,0,0,0,1,2016,750,0,2,0,0,0,0,68,0,1,0,0,0,108,0,1,0,0,1,0,0,1,0,0,16,4,1,3000,0,0,0,18615.41039803452,2,15
0,1,0,0,26000.0,16737.4379980315,4,0,0,3,0,2018,750,0,2,1,1,1,0,36,0,5,0,1,0,5,0,0,0,0,0,2,0,0,0,0,5,10,1,2950,1,0,1,42737.4379980315,1,16
0,0,1,0,25000.0,9260.563516033671,4,0,1,1,1,2018,750,0,1,0,0,0,0,64,0,1,0,0,0,251,0,0,0,0,1,2,0,1,0,0,1,7,1,3000,0,0,0,34260.563516033675,0,3
0,0,0,1,19200.0,30156.457307641904,4,1,0,1,1,2017,750,0,2,0,0,0,0,64,0,1,1,0,0,175,0,0,0,0,0,0,0,1,0,0,18,8,1,3000,1,0,2,49356.457307641904,1,12
0,0,1,0,20100.0,7882.092439348159,4,0,0,0,1,2020,750,0,2,0,0,0,0,28,0,1,1,0,0,22,0,0,0,0,1,6,0,0,0,0,16,4,1,3000,0,0,0,27982.09243934816,3,28
0,1,0,0,5000.0,15152.535754026358,1,0,0,0,1,2019,750,0,2,1,1,0,0,34,0,1,1,0,0,71,0,0,0,0,0,1,1,0,0,0,16,10,1,3000,0,0,1,20152.53575402636,1,29
0,1,0,0,9300.0,15943.282410382908,3,0,1,1,1,2017,750,0,2,0,1,0,0,68,0,1,0,0,0,178,0,0,0,0,0,5,0,1,0,0,14,1,1,3000,1,0,1,25243.28241038291,1,12
0,0,0,0,44500.0,9461.567296865447,4,0,0,2,1,2010,750,0,2,0,0,0,0,34,0,1,1,0,0,154,0,0,0,0,1,6,1,1,0,0,15,5,1,3000,0,0,0,53961.56729686545,2,5
0,1,0,0,9000.0,44969.99671096912,3,1,1,1,0,2019,750,0,3,0,1,0,0,62,0,1,0,0,0,159,0,0,0,0,0,3,1,0,1,0,0,6,1,2900,0,0,2,53969.99671096912,0,13
0,0,0,0,41600.0,9737.311034669965,1,0,0,0,1,2018,750,0,2,0,0,0,0,36,0,1,1,0,0,95,0,0,0,0,1,4,0,1,0,0,12,2,1,3000,1,0,0,51337.31103466996,0,22
0,1,0,0,58600.0,12952.707611017628,3,0,0,0,0,2017,750,1,1,0,0,0,0,35,0,3,1,0,0,47,0,0,1,1,0,2,0,1,0,0,12,6,0,3000,0,0,1,71552.70761101763,0,5
0,1,0,0,81800.0,12497.429691691821,3,0,0,0,1,2015,750,0,3,0,1,0,0,43,0,1,0,0,0,71,0,1,0,0,0,3,0,0,0,0,5,10,1,3000,1,0,1,94297.42969169181,2,31
0,0,0,0,17500.0,10833.279088779507,1,0,0,1,0,2014,750,1,1,0,0,0,0,27,0,2,0,1,1,16,0,0,1,0,1,4,0,1,0,0,12,3,0,3000,0,0,0,28333.2790887795,0,1
0,1,0,0,22400.0,13041.018004482496,3,0,0,1,0,2017,750,1,1,0,0,0,0,53,0,1,1,0,0,144,0,0,1,1,0,6,0,1,0,0,17,3,0,2750,0,0,1,35441.018004482496,0,10
0,0,1,0,4900.0,12825.15928370577,3,0,0,0,0,2017,750,0,2,1,0,1,0,29,0,3,1,0,0,42,0,0,0,0,1,3,0,0,0,0,10,1,1,3000,0,0,0,17725.159283705772,0,17
0,1,1,0,10800.0,24910.14128959707,3,1,0,0,1,2013,750,0,3,0,1,0,0,62,0,1,0,0,0,194,0,1,0,0,0,4,0,1,0,0,6,4,1,3000,0,0,2,35710.14128959707,3,26
0,1,0,0,56200.0,32671.24874350605,1,4,0,0,1,2016,750,0,3,1,1,0,0,46,0,3,1,0,0,35,0,0,0,0,0,0,0,0,0,0,5,7,1,3000,1,0,2,88871.24874350606,1,29
0,0,1,0,21800.0,38006.927407165625,3,1,0,0,0,2019,750,0,2,1,0,0,0,57,0,1,0,0,0,468,1,1,0,0,0,3,0,0,1,0,10,8,1,3000,0,0,2,59806.927407165625,0,15
0,0,0,0,94400.0,3231.3755576424237,2,0,0,0,1,2014,750,0,2,1,0,0,0,57,0,1,0,0,0,463,0,1,0,0,1,1,0,0,0,0,15,3,1,3000,1,0,0,97631.37555764244,0,5
0,1,0,0,12900.0,19684.33472893962,3,0,0,1,1,2015,750,0,2,0,0,0,1,51,0,1,0,0,0,109,0,0,0,0,0,2,0,1,0,0,17,9,1,3000,1,0,1,32584.33472893962,0,11
0,1,1,0,1200.0,8869.166528990612,4,0,0,1,1,2017,750,0,2,0,0,0,0,63,0,1,1,0,0,182,0,0,0,0,0,1,0,1,0,0,9,11,1,3000,0,0,0,10069.166528990612,1,5
0,1,0,0,28300.0,4134.5959997008285,1,0,0,1,0,2009,750,1,1,1,0,0,0,18,0,2,1,0,1,2,0,0,1,0,0,5,0,0,0,0,17,3,0,3000,0,0,1,32434.59599970083,0,2
0,0,1,0,11400.0,12875.573468800316,3,0,0,2,1,2018,750,0,2,1,0,0,0,30,0,1,1,0,0,69,0,0,0,0,1,5,0,0,0,0,19,3,1,3000,0,0,0,24275.573468800318,2,23
0,1,0,0,10000.0,32484.72103710888,3,4,0,0,1,2017,750,0,3,0,1,0,0,43,0,1,1,0,0,25,0,0,0,0,0,2,0,1,0,0,18,7,1,3000,1,0,2,42484.72103710889,1,3
0,0,0,0,1600.0,26853.7957606584,3,3,0,1,0,2018,750,0,2,0,0,0,0,41,0,1,0,0,0,107,1,1,0,0,0,3,1,1,0,1,11,10,1,2750,0,0,2,28453.7957606584,0,10
0,1,1,0,1800.0,13701.395047819326,3,0,0,3,1,2015,750,0,2,1,1,0,1,60,0,1,0,0,0,119,0,0,0,0,0,2,0,0,0,0,10,10,1,3000,0,0,1,15501.395047819326,0,23
0,0,1,0,34500.0,14096.39715274599,4,1,0,0,1,2017,750,0,2,1,0,0,0,60,0,1,1,0,0,190,0,0,0,0,1,4,0,0,0,0,14,3,1,3000,0,0,0,48596.397152745994,0,1
0,1,0,0,95700.0,38035.11463159402,4,3,0,1,0,2017,750,0,3,1,1,0,0,38,0,1,1,0,0,73,0,0,0,0,0,0,1,0,1,0,8,10,1,3000,0,0,2,133735.114631594,2,21
0,1,0,0,4200.0,1000.0,1,2,0,0,0,2009,750,0,2,0,0,0,0,34,0,2,0,0,0,38,0,1,0,0,0,2,0,1,1,0,16,10,1,3000,1,0,1,5200.0,2,23
0,1,1,0,1500.0,13866.2059034558,3,0,0,2,1,2018,750,0,3,0,1,0,0,53,0,1,0,1,0,64,0,0,0,0,0,0,0,1,0,0,20,7,1,2950,0,0,0,15366.2059034558,1,1
0,1,0,0,25100.0,18541.583122413496,2,0,0,3,1,2019,750,0,2,1,1,0,0,45,0,1,1,0,0,251,0,0,0,0,0,0,0,0,0,0,18,2,1,3000,1,0,0,43641.583122413496,1,18
0,1,1,0,7700.0,28700.24727715585,3,1,0,3,1,2015,750,0,2,0,1,0,0,58,0,1,0,1,0,203,0,0,0,0,0,3,0,1,0,0,11,7,1,3000,0,0,2,36400.24727715585,0,25
0,1,0,0,8600.0,1320.4400927625654,3,4,1,3,1,2006,750,0,3,1,1,0,0,31,0,3,0,0,0,3,0,0,0,0,0,3,1,0,0,0,16,12,1,3000,0,0,1,9920.440092762563,1,19
0,1,0,0,3000.0,38033.036483092415,3,4,0,2,0,2018,750,0,4,1,1,1,0,57,0,1,1,0,0,45,0,0,0,0,0,6,1,0,0,0,12,6,1,3000,0,0,2,41033.036483092415,4,9
0,1,0,0,11900.0,1327.144263260232,1,0,0,0,0,2011,750,1,1,0,0,0,0,32,0,3,1,0,1,44,0,0,1,0,0,5,0,1,0,0,14,1,0,2850,0,0,0,13227.144263260232,0,12
0,0,0,0,38500.0,22751.05721873026,4,2,1,2,0,2016,750,0,2,0,0,0,0,64,0,1,0,0,0,115,1,0,0,0,0,2,1,0,0,1,6,10,1,3000,0,0,2,61251.05721873026,2,30
0,1,0,0,21300.0,45315.635081242595,4,1,0,0,1,2020,750,0,2,0,0,0,0,54,0,1,1,0,0,127,0,0,0,0,0,3,1,1,0,0,16,6,1,2800,0,0,2,66615.6350812426,2,13
0,1,1,0,12200.0,41528.95148689425,0,1,0,0,1,2019,750,0,3,1,1,0,0,48,0,4,1,0,0,30,0,0,0,0,0,0,0,0,0,0,13,9,1,3000,0,0,2,53728.95148689425,0,16
0,0,0,0,17900.0,12722.887963988584,3,0,0,1,0,2018,750,1,1,1,0,0,0,55,0,1,1,0,1,22,0,0,1,0,1,3,0,0,0,0,19,5,0,2700,0,0,0,30622.887963988585,0,23
0,1,0,0,46100.0,13091.214573443296,1,0,0,0,1,2012,750,0,2,1,0,0,0,48,0,1,1,0,0,147,0,0,0,0,0,0,1,0,0,0,10,11,1,3000,0,0,1,59191.2145734433,0,4
0,0,0,0,7000.0,16007.836927037219,3,0,0,2,1,2016,750,0,2,0,0,0,0,34,0,1,1,0,0,51,0,0,0,0,1,4,1,1,0,0,15,5,1,3000,0,0,0,23007.836927037217,3,3
0,0,0,0,45200.0,6274.960904478875,3,0,0,0,0,2009,750,0,1,1,0,0,0,43,0,1,1,0,0,204,0,0,0,0,1,0,0,0,1,0,16,10,1,3000,1,0,0,51474.960904478874,0,7
0,1,1,0,24000.0,34065.586245546336,3,4,0,0,1,2015,750,0,5,1,1,0,0,68,0,1,1,0,0,160,0,0,0,0,0,5,0,0,0,0,7,1,1,3000,0,0,2,58065.58624554633,4,12
1,1,0,0,38800.0,14975.838072986338,3,0,0,1,0,2020,750,1,1,1,0,0,0,53,0,4,0,1,1,19,0,0,1,0,0,0,0,0,0,0,11,6,0,2750,0,0,0,53775.838072986335,0,24
0,1,1,0,54600.0,39655.63546676694,3,4,0,0,1,2019,750,0,3,0,1,0,0,44,0,3,1,0,0,33,0,0,0,0,0,1,0,1,0,0,10,3,1,3000,0,0,2,94255.63546676694,2,26
0,1,1,0,36700.0,10872.984110134992,2,0,1,3,1,2018,750,0,2,0,1,0,0,36,0,1,0,0,0,55,0,0,0,0,0,1,0,1,0,0,13,4,1,3000,0,0,1,47572.98411013499,1,2
0,1,1,0,18500.0,18110.16934179294,4,1,0,2,0,2019,750,0,2,1,1,0,0,40,0,2,0,1,0,53,0,0,0,0,0,5,0,0,1,0,5,11,1,3000,0,0,1,36610.169341792935,0,9
0,1,1,0,10800.0,15697.259305785854,3,0,0,2,1,2019,750,0,2,1,0,0,0,46,0,3,0,1,0,47,0,0,0,0,0,2,0,0,0,0,23,1,1,3000,0,0,1,26497.25930578585,0,16
0,1,1,0,91100.0,4926.138374197925,4,2,0,2,0,2011,750,0,2,1,1,0,0,32,0,3,0,0,0,29,0,1,0,0,0,1,0,0,0,1,20,9,1,3000,0,0,1,96026.13837419792,0,24
0,1,0,0,12600.0,8222.09310018318,1,0,0,0,0,2014,750,1,1,1,0,0,0,51,0,1,1,0,1,147,0,0,1,0,0,0,0,0,0,0,5,6,0,3000,0,0,0,20822.093100183178,0,3
0,0,0,0,40000.0,3249.4819974401826,2,0,0,3,1,2013,750,0,1,0,0,0,0,54,0,1,1,0,0,287,0,0,0,0,1,1,0,1,0,0,5,8,1,3000,1,0,0,43249.48199744018,0,27
0,0,1,0,29600.0,17030.862236570603,1,0,0,0,1,2018,750,0,1,1,0,0,0,22,0,1,1,0,0,50,0,0,0,0,1,2,0,0,0,0,12,9,1,3000,0,0,0,46630.862236570596,0,4
0,0,0,0,64200.0,15416.198321837337,3,0,0,3,1,2015,750,0,2,0,0,0,1,56,0,1,0,0,0,231,0,0,0,0,1,1,0,0,0,0,13,6,1,2450,1,0,0,79616.19832183734,0,11
0,1,1,0,3100.0,19355.961831445984,3,1,0,1,1,2016,750,0,3,1,1,0,0,55,0,1,1,0,0,142,0,0,0,0,0,0,0,0,0,0,21,6,1,2500,0,0,1,22455.961831445988,0,10
0,1,1,0,28800.0,10510.17429452121,3,1,0,0,1,2013,750,0,2,0,0,0,0,44,0,1,1,0,0,54,0,0,0,0,0,2,0,1,0,0,12,1,1,2500,0,0,1,39310.17429452121,1,2
0,1,0,0,5100.0,15294.331639039221,4,0,0,0,0,2018,750,1,1,0,0,0,0,37,0,1,1,0,1,83,0,0,1,0,0,5,0,1,0,0,5,2,0,3000,0,0,0,20394.331639039217,0,16
0,0,0,0,34200.0,7180.007966269715,3,0,1,2,1,2010,750,0,1,0,0,0,0,22,0,2,0,0,0,44,0,0,0,0,1,1,1,1,0,0,13,6,1,2500,0,0,0,41380.00796626972,0,11
0,0,1,0,1100.0,15404.280724305178,0,0,0,1,1,2020,750,0,2,0,0,0,0,61,1,1,1,0,0,135,0,0,0,0,1,3,0,1,0,0,18,3,1,3000,0,0,0,16504.28072430518,0,7
0,1,0,0,3100.0,8245.687188802069,1,0,0,3,0,2019,750,1,1,1,0,0,0,61,0,1,1,0,1,244,0,0,1,0,0,2,0,0,0,0,20,10,0,3000,0,0,0,11345.687188802069,0,2
0,1,0,0,27100.0,12052.399206923075,3,0,0,3,1,2019,750,0,3,1,1,0,0,21,0,4,0,1,0,32,0,0,0,0,0,0,0,0,0,0,19,7,1,3000,1,0,0,39152.399206923066,3,1
0,1,0,0,6900.0,6057.908367841268,1,0,0,1,0,2009,750,0,3,0,1,1,0,39,0,2,0,1,0,6,0,0,0,0,0,1,0,1,0,0,8,8,1,2750,1,0,0,12957.908367841266,1,6
0,1,0,0,16700.0,15624.752362179956,3,0,1,3,0,2015,750,1,1,0,0,0,0,44,0,1,0,0,1,54,0,0,1,0,0,4,0,1,0,0,12,6,0,2750,0,0,0,32324.75236217996,0,14
0,1,1,0,13600.0,11051.986817679053,4,0,0,1,1,2014,750,0,3,1,1,0,0,61,0,1,0,0,0,147,0,1,0,0,0,4,0,0,0,0,12,6,1,3000,0,0,0,24651.98681767905,2,7
0,1,1,0,107300.0,13655.487171403203,1,0,0,1,1,2017,750,0,2,0,0,0,1,24,0,2,0,0,0,9,0,0,0,0,0,6,0,1,0,0,1,6,1,3000,0,0,1,120955.4871714032,2,2
0,1,0,0,3900.0,16356.858050960342,3,0,0,2,0,2015,750,1,1,0,0,0,0,40,0,2,1,0,1,40,0,0,1,0,0,2,0,1,0,0,2,1,0,3000,0,0,0,20256.85805096034,0,30
0,1,0,0,23600.0,40952.28977900455,2,2,0,1,1,2020,750,0,4,1,1,0,0,42,1,2,1,0,0,42,0,0,0,0,0,2,0,0,0,0,8,11,1,3000,1,0,2,64552.28977900455,2,20
0,0,1,0,5500.0,11702.733614751904,3,0,0,3,1,2012,750,0,2,0,0,0,0,22,0,2,0,0,0,10,1,1,0,0,0,3,0,1,0,0,5,10,1,3000,0,0,1,17202.733614751898,2,3
